epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
0,1.820936959523421,0.2536057692307692,2.9361607496555036,0.125,2.9361607496555036,0.125,0.00099
1,1.649820279616576,0.3332331730769231,1.5621906537276047,0.39375,1.5621906537276047,0.39375,0.0009801
2,1.4348175938312824,0.4254807692307692,1.514384097319383,0.38653846153846155,1.514384097319383,0.38653846153846155,0.000970299
3,1.261403895341433,0.48587740384615385,1.6202109309343191,0.42980769230769234,1.6202109309343191,0.42980769230769234,0.0009605960099999999
4,1.1443711610940785,0.5477764423076923,1.0783861288657555,0.578125,1.0783861288657555,0.578125,0.0009509900498999999
5,1.0544823052791448,0.5862379807692307,1.0624757858423086,0.5870192307692308,1.0624757858423086,0.5870192307692308,0.0009414801494009999
6,0.982277159507458,0.6213942307692307,1.5625795575288626,0.4480769230769231,1.5625795575288626,0.4480769230769231,0.0009320653479069899
7,0.9469985148081412,0.6234975961538461,1.0319097152123085,0.5841346153846154,1.0319097152123085,0.5841346153846154,0.00092274469442792
8,0.853743640276102,0.6760817307692307,0.9757563219620631,0.6168269230769231,0.9757563219620631,0.6168269230769231,0.0009135172474836408
9,0.8248499173384446,0.6841947115384616,0.907619576729261,0.6478365384615384,0.907619576729261,0.6478365384615384,0.0009043820750088043
10,0.7787151909791507,0.6995192307692307,0.8158492553692598,0.6807692307692308,0.8158492553692598,0.6807692307692308,0.0008953382542587163
11,0.7683455313627536,0.7025240384615384,0.8983425209155449,0.665625,0.8983425209155449,0.665625,0.0008863848717161291
12,0.7646703731555206,0.7055288461538461,0.8161331314306993,0.6776442307692307,0.8161331314306993,0.6776442307692307,0.0008775210229989678
13,0.6996370622744927,0.7283653846153846,0.7755743026733398,0.6836538461538462,0.7755743026733398,0.6836538461538462,0.0008687458127689781
14,0.6701394382577676,0.7355769230769231,1.4495730363405668,0.48870192307692306,1.4495730363405668,0.48870192307692306,0.0008600583546412883
15,0.6572944711034114,0.7518028846153846,0.9240192798467782,0.6581730769230769,0.9240192798467782,0.6581730769230769,0.0008514577710948754
16,0.6279159406056771,0.7548076923076923,0.6710163469497974,0.7490384615384615,0.6710163469497974,0.7490384615384615,0.0008429431933839266
17,0.5783428349173986,0.7794471153846154,0.7836465714069513,0.70625,0.7836465714069513,0.70625,0.0008345137614500873
18,0.5923506720707967,0.7704326923076923,1.027052669112499,0.6305288461538462,1.027052669112499,0.6305288461538462,0.0008261686238355864
19,0.5764177229541999,0.7830528846153846,0.7419102008526142,0.7223557692307693,0.7419102008526142,0.7223557692307693,0.0008179069375972306
20,0.5630410668941644,0.7878605769230769,0.7488595898334797,0.7009615384615384,0.7488595898334797,0.7009615384615384,0.0008097278682212583
21,0.5318468683041059,0.796875,0.6545283915904853,0.7480769230769231,0.6545283915904853,0.7480769230769231,0.0008016305895390457
22,0.5283125742123678,0.7944711538461539,0.6675055231039341,0.7490384615384615,0.6675055231039341,0.7490384615384615,0.0007936142836436553
23,0.5119108099203843,0.7998798076923077,0.6514024188885322,0.7560096153846154,0.6514024188885322,0.7560096153846154,0.0007856781408072188
24,0.5013597791011517,0.8121995192307693,0.7212978885723994,0.7283653846153846,0.7212978885723994,0.7283653846153846,0.0007778213593991466
25,0.4776417504136379,0.8218149038461539,0.6913567460500277,0.7423076923076923,0.6913567460500277,0.7423076923076923,0.000770043145805155
26,0.4621783815897428,0.82421875,0.8410095155239106,0.7076923076923077,0.8410095155239106,0.7076923076923077,0.0007623427143471034
27,0.4583454318344593,0.8206129807692307,0.6086813899186941,0.7704326923076923,0.6086813899186941,0.7704326923076923,0.0007547192872036325
28,0.4200103133916855,0.84375,0.5683676384962522,0.7894230769230769,0.5683676384962522,0.7894230769230769,0.0007471720943315961
29,0.42829537563599074,0.8395432692307693,0.5537813326487174,0.7980769230769231,0.5537813326487174,0.7980769230769231,0.0007397003733882801
30,0.4206492935235684,0.8383413461538461,0.6811834821334252,0.7579326923076923,0.6811834821334252,0.7579326923076923,0.0007323033696543973
