epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
0,1.6563298797065562,0.47649572649572647,1.4274965530633927,0.5121794871794871,1.4274965530633927,0.5121794871794871,0.00099
1,0.8006402782418511,0.7380698005698005,0.3713925293087959,0.8596153846153847,0.3713925293087959,0.8596153846153847,0.0009801
2,0.35508530637757346,0.8680555555555556,0.2578891057521105,0.908974358974359,0.2578891057521105,0.908974358974359,0.000970299
3,0.25839573525908316,0.9090099715099715,0.2925097476970404,0.8846153846153846,0.2925097476970404,0.8846153846153846,0.0009605960099999999
4,0.1989206477830356,0.9301994301994302,0.14229249628260732,0.9602564102564103,0.14229249628260732,0.9602564102564103,0.0009509900498999999
5,0.1587396373294971,0.9437321937321937,0.10577951807063073,0.9698717948717949,0.10577951807063073,0.9698717948717949,0.0009414801494009999
6,0.13609710496596314,0.9503205128205128,0.10970419809455052,0.9641025641025641,0.10970419809455052,0.9641025641025641,0.0009320653479069899
7,0.1277154998176477,0.959045584045584,0.1688418065290898,0.9358974358974359,0.1688418065290898,0.9358974358974359,0.00092274469442792
8,0.10759063484147191,0.9642094017094017,0.13094810203416274,0.9487179487179487,0.13094810203416274,0.9487179487179487,0.0009135172474836408
9,0.0875429016569714,0.9709757834757835,0.16921878107590602,0.9487179487179487,0.16921878107590602,0.9487179487179487,0.0009043820750088043
10,0.09187328188934109,0.9691951566951567,0.07464630207978189,0.9788461538461538,0.07464630207978189,0.9788461538461538,0.0008953382542587163
11,0.09815997457851401,0.9663461538461539,0.1774324914230965,0.9397435897435897,0.1774324914230965,0.9397435897435897,0.0008863848717161291
12,0.08525805499150672,0.9702635327635327,0.12350279733771458,0.9557692307692308,0.12350279733771458,0.9557692307692308,0.0008775210229989678
13,0.07588111589112403,0.9748931623931624,0.08008845462580211,0.9737179487179487,0.08008845462580211,0.9737179487179487,0.0008687458127689781
14,0.06562003388535231,0.9779202279202279,0.1187405719049275,0.9641025641025641,0.1187405719049275,0.9641025641025641,0.0008600583546412883
15,0.06389002826869149,0.9786324786324786,0.10529695148114115,0.9666666666666667,0.10529695148114115,0.9666666666666667,0.0008514577710948754
16,0.06432500418635424,0.978988603988604,0.05772956741973758,0.9826923076923076,0.05772956741973758,0.9826923076923076,0.0008429431933839266
17,0.055537039080677045,0.9813034188034188,0.06254805102362297,0.9807692307692307,0.06254805102362297,0.9807692307692307,0.0008345137614500873
