epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
48,0.020529052833668314,0.992988782051282,0.09222902510431595,0.9814102564102564,0.09222902510431595,0.9814102564102564,0.0006111172395328649
49,0.017149309010561317,0.9941907051282052,0.07509854409348918,0.9833333333333333,0.07509854409348918,0.9833333333333333,0.0006050060671375363
50,0.012979156667521844,0.9957932692307693,0.07479630475630984,0.985897435897436,0.07479630475630984,0.985897435897436,0.0005989560064661609
51,0.01710538516785257,0.9937900641025641,0.08671916463878006,0.9807692307692307,0.08671916463878006,0.9807692307692307,0.0005929664464014993
52,0.017863731839520954,0.9935897435897436,0.08486251776339486,0.9852564102564103,0.08486251776339486,0.9852564102564103,0.0005870367819374844
53,0.026300934261272255,0.9897836538461539,0.18095930707204388,0.9551282051282052,0.18095930707204388,0.9551282051282052,0.0005811664141181095
54,0.022991082703811117,0.9923878205128205,0.09530323978979141,0.9826923076923076,0.09530323978979141,0.9826923076923076,0.0005753547499769285
55,0.017223652685061097,0.9941907051282052,0.1028331518790219,0.9826923076923076,0.1028331518790219,0.9826923076923076,0.0005696012024771592
56,0.022191556507888704,0.9933894230769231,0.0945092758629471,0.9846153846153847,0.0945092758629471,0.9846153846153847,0.0005639051904523875
57,0.018189297715882555,0.9955929487179487,0.09182143058045768,0.9794871794871794,0.09182143058045768,0.9794871794871794,0.0005582661385478637
58,0.026126759722291563,0.991386217948718,0.08576643981505186,0.982051282051282,0.08576643981505186,0.982051282051282,0.000552683477162385
59,0.024481339102539305,0.9931891025641025,0.08414676596992648,0.9846153846153847,0.08414676596992648,0.9846153846153847,0.0005471566423907612
60,0.020857943357744563,0.9937900641025641,0.06577702539769234,0.9884615384615385,0.06577702539769234,0.9884615384615385,0.0005416850759668536
61,0.011063962294988764,0.9969951923076923,0.09300917372791445,0.9762820512820513,0.09300917372791445,0.9762820512820513,0.000536268225207185
62,0.012826164282906132,0.9961939102564102,0.10447720975542324,0.9788461538461538,0.10447720975542324,0.9788461538461538,0.0005309055429551132
63,0.01106530585914301,0.9967948717948718,0.08475947272614576,0.9871794871794872,0.08475947272614576,0.9871794871794872,0.000525596487525562
64,0.00985266036915187,0.9973958333333334,0.11496965997692314,0.9801282051282051,0.11496965997692314,0.9801282051282051,0.0005203405226503064
65,0.012345706745877694,0.9971955128205128,0.10206769661890576,0.975,0.10206769661890576,0.975,0.0005151371174238034
66,0.010440004907417087,0.9975961538461539,0.07529646446782863,0.9897435897435898,0.07529646446782863,0.9897435897435898,0.0005099857462495653
67,0.00840375152676223,0.9983974358974359,0.07378376486361958,0.9897435897435898,0.07378376486361958,0.9897435897435898,0.0005048858887870696
68,0.00793319092264984,0.9975961538461539,0.0701388199707435,0.985897435897436,0.0701388199707435,0.985897435897436,0.0004998370298991989
69,0.005514941939812464,0.9987980769230769,0.06852169073419645,0.9878205128205129,0.06852169073419645,0.9878205128205129,0.000494838659600207
70,0.0038921030974075296,0.999198717948718,0.0769155661482364,0.9884615384615385,0.0769155661482364,0.9884615384615385,0.0004898902730042048
71,0.003314731060527265,0.9997996794871795,0.06944297599577112,0.9897435897435898,0.06944297599577112,0.9897435897435898,0.0004849913702741628
72,0.003842824172282305,0.999198717948718,0.06635184040933381,0.9916666666666667,0.06635184040933381,0.9916666666666667,0.00048014145657142114
73,0.008059851614234503,0.9977964743589743,0.11083704578340985,0.9775641025641025,0.11083704578340985,0.9775641025641025,0.00047534004200570695
74,0.009694238520191552,0.9973958333333334,0.07181481842329958,0.9878205128205129,0.07181481842329958,0.9878205128205129,0.0004705866415856499
75,0.010965960008504156,0.9969951923076923,0.08008375656791031,0.9833333333333333,0.08008375656791031,0.9833333333333333,0.0004658807751697934
76,0.009029498488160197,0.9971955128205128,0.16165025150723522,0.9653846153846154,0.16165025150723522,0.9653846153846154,0.00046122196741809544
77,0.008907571497659843,0.9973958333333334,0.08278931046923389,0.9865384615384616,0.08278931046923389,0.9865384615384616,0.0004566097477439145
78,0.004929011361524224,0.9985977564102564,0.0798554580353084,0.9878205128205129,0.0798554580353084,0.9878205128205129,0.00045204365026647533
79,0.006100414655707144,0.9983974358974359,0.07716286470938939,0.9916666666666667,0.07716286470938939,0.9916666666666667,0.0004475232137638106
80,0.007903340067012975,0.9971955128205128,0.0972620308821206,0.9826923076923076,0.0972620308821206,0.9826923076923076,0.0004430479816261725
81,0.005745164143706624,0.999198717948718,0.08155344411001351,0.9884615384615385,0.08155344411001351,0.9884615384615385,0.00043861750180991077
82,0.004000630295008588,0.9985977564102564,0.07122940487563029,0.9878205128205129,0.07122940487563029,0.9878205128205129,0.00043423132679181164
83,0.0033818633237387985,0.999198717948718,0.0740559872155427,0.9910256410256411,0.0740559872155427,0.9910256410256411,0.0004298890135238935
84,0.003450627345629096,0.9993990384615384,0.07366993838048075,0.9903846153846154,0.07366993838048075,0.9903846153846154,0.0004255901233886546
85,0.008116930963156986,0.9975961538461539,0.11734138110827189,0.9769230769230769,0.11734138110827189,0.9769230769230769,0.00042133422215476804
86,0.00633066005180948,0.9989983974358975,0.08724025182629702,0.9846153846153847,0.08724025182629702,0.9846153846153847,0.00041712087993322035
87,0.006580326484907299,0.9983974358974359,0.07555039662758645,0.9884615384615385,0.07555039662758645,0.9884615384615385,0.0004129496711338881
88,0.004282775143040523,0.999198717948718,0.10061790249434126,0.9903846153846154,0.10061790249434126,0.9903846153846154,0.0004088201744225492
89,0.0074125891627866225,0.9983974358974359,0.09801364262588322,0.9865384615384616,0.09801364262588322,0.9865384615384616,0.0004047319726783237
90,0.007355778959978265,0.9969951923076923,0.1014811288486817,0.9807692307692307,0.1014811288486817,0.9807692307692307,0.00040068465295154044
91,0.007827619735811217,0.9977964743589743,0.1122170752203965,0.9846153846153847,0.1122170752203965,0.9846153846153847,0.00039667780642202503
92,0.014664215506621612,0.9973958333333334,0.13292834682913962,0.9807692307692307,0.13292834682913962,0.9807692307692307,0.0003927110283578048
93,0.010403145861252993,0.9961939102564102,0.11942253029134008,0.9794871794871794,0.11942253029134008,0.9794871794871794,0.00038878391807422674
94,0.011608839261894807,0.9967948717948718,0.09608091379777761,0.9852564102564103,0.09608091379777761,0.9852564102564103,0.0003848960788934845
95,0.010909294012377266,0.9963942307692307,0.16969449681004334,0.9653846153846154,0.16969449681004334,0.9653846153846154,0.00038104711810454966
96,0.007668779246532955,0.9983974358974359,0.08978993176388031,0.9878205128205129,0.08978993176388031,0.9878205128205129,0.00037723664692350416
97,0.007711969981289421,0.9981971153846154,0.08562257603276521,0.9897435897435898,0.08562257603276521,0.9897435897435898,0.00037346428045426913
98,0.004938244431123633,0.9985977564102564,0.0941784441767959,0.9839743589743589,0.0941784441767959,0.9839743589743589,0.00036972963764972643
99,0.004036933860147539,0.999198717948718,0.09009624918413466,0.9871794871794872,0.09009624918413466,0.9871794871794872,0.00036603234127322915
100,0.0022959198537043845,0.9995993589743589,0.081934977757046,0.9878205128205129,0.081934977757046,0.9878205128205129,0.00036237201786049685
101,0.0032661589810651583,0.9993990384615384,0.0853040747588966,0.9891025641025641,0.0853040747588966,0.9891025641025641,0.0003587482976818919
102,0.0017786525579420133,1.0,0.08443498431763147,0.9891025641025641,0.08443498431763147,0.9891025641025641,0.00035516081470507297
103,0.001528643716040115,0.9997996794871795,0.08259987306493713,0.9910256410256411,0.08259987306493713,0.9910256410256411,0.0003516092065580222
104,0.0018272853749528085,1.0,0.08989735812036087,0.9903846153846154,0.08989735812036087,0.9903846153846154,0.000348093114492442
105,0.0030894609794463925,0.9989983974358975,0.08514308131729194,0.9910256410256411,0.08514308131729194,0.9910256410256411,0.00034461218334751756
106,0.003433965647649856,0.999198717948718,0.10580454809984076,0.9865384615384616,0.10580454809984076,0.9865384615384616,0.0003411660615140424
107,0.0020520805718637672,0.9993990384615384,0.08617039926719372,0.9891025641025641,0.08617039926719372,0.9891025641025641,0.00033775440089890197
108,0.0029756068553326307,0.9989983974358975,0.07909837665778469,0.9897435897435898,0.07909837665778469,0.9897435897435898,0.000334376856889913
109,0.0019133683914939563,0.9997996794871795,0.07566246769056306,0.9910256410256411,0.07566246769056306,0.9910256410256411,0.00033103308832101386
110,0.004514746065979125,0.9985977564102564,0.09523625738402189,0.9903846153846154,0.09523625738402189,0.9903846153846154,0.00032772275743780374
111,0.006392557557401,0.9981971153846154,0.08175305710057729,0.9871794871794872,0.08175305710057729,0.9871794871794872,0.0003244455298634257
112,0.004873370633737441,0.999198717948718,0.08368176728356047,0.9903846153846154,0.08368176728356047,0.9903846153846154,0.0003212010745647914
113,0.002668475867652048,0.9993990384615384,0.08288229878613493,0.9871794871794872,0.08288229878613493,0.9871794871794872,0.0003179890638191435
114,0.005012314320666542,0.9985977564102564,0.08965006452344823,0.9891025641025641,0.08965006452344823,0.9891025641025641,0.0003148091731809521
115,0.004044745341021693,0.9987980769230769,0.08981676565344969,0.9833333333333333,0.08981676565344969,0.9833333333333333,0.0003116610814491426
116,0.0024928629393868437,0.9995993589743589,0.080348376755137,0.9903846153846154,0.080348376755137,0.9903846153846154,0.00030854447063465116
117,0.0024836845938037955,0.9995993589743589,0.08714636427990627,0.9891025641025641,0.08714636427990627,0.9891025641025641,0.00030545902592830465
118,0.0021641263666447815,0.9997996794871795,0.08096794690209208,0.9891025641025641,0.08096794690209208,0.9891025641025641,0.00030240443566902157
119,0.0018981675494638367,0.9995993589743589,0.08061275578205823,0.9897435897435898,0.08061275578205823,0.9897435897435898,0.00029938039131233136
120,0.0022101527495882087,0.999198717948718,0.09986432232354674,0.9884615384615385,0.09986432232354674,0.9884615384615385,0.00029638658739920804
121,0.002306585644080956,0.9993990384615384,0.08625024051318178,0.9903846153846154,0.08625024051318178,0.9903846153846154,0.000293422721525216
122,0.0034403218675997313,0.9987980769230769,0.077879638573595,0.9897435897435898,0.077879638573595,0.9897435897435898,0.0002904884943099638
123,0.004223388978108489,0.999198717948718,0.09113611194050464,0.9871794871794872,0.09113611194050464,0.9871794871794872,0.0002875836093668642
124,0.005917075127376264,0.9981971153846154,0.11252683632834305,0.9865384615384616,0.11252683632834305,0.9865384615384616,0.00028470777327319557
125,0.009259658113221984,0.9973958333333334,0.12431597026792587,0.9782051282051282,0.12431597026792587,0.9782051282051282,0.0002818606955404636
126,0.006210874974035855,0.9977964743589743,0.08409185264488314,0.9878205128205129,0.08409185264488314,0.9878205128205129,0.00027904208858505896
127,0.0038279476661372404,0.9993990384615384,0.09397488641432573,0.9897435897435898,0.09397488641432573,0.9897435897435898,0.00027625166769920835
128,0.002511929726796762,0.9995993589743589,0.07783171574337758,0.9910256410256411,0.07783171574337758,0.9910256410256411,0.00027348915102221624
129,0.004020948929255843,0.9985977564102564,0.08479008257607347,0.9871794871794872,0.08479008257607347,0.9871794871794872,0.0002707542595119941
130,0.0013836447055487393,1.0,0.07803599857492373,0.9903846153846154,0.07803599857492373,0.9903846153846154,0.00026804671691687415
131,0.001619649955850596,0.9993990384615384,0.08359151693221065,0.9903846153846154,0.08359151693221065,0.9903846153846154,0.0002653662497477054
132,0.0012847621485842608,1.0,0.07999787787935929,0.9897435897435898,0.07999787787935929,0.9897435897435898,0.00026271258725022833
133,0.00131609680230236,0.9997996794871795,0.08565796402210253,0.9878205128205129,0.08565796402210253,0.9878205128205129,0.000260085461377726
134,0.0008668167929732964,1.0,0.07930537766340422,0.9916666666666667,0.07930537766340422,0.9916666666666667,0.00025748460676394875
135,0.001875907381429734,0.9995993589743589,0.07995398267659766,0.9891025641025641,0.07995398267659766,0.9891025641025641,0.00025490976069630927
136,0.0007505312137371406,1.0,0.08021708342508646,0.9897435897435898,0.08021708342508646,0.9897435897435898,0.00025236066308934616
137,0.001269294892737003,0.9995993589743589,0.08306791250914103,0.9903846153846154,0.08306791250914103,0.9903846153846154,0.0002498370564584527
138,0.000855867724707283,1.0,0.08454157391475746,0.9897435897435898,0.08454157391475746,0.9897435897435898,0.0002473386858938682
139,0.0009249545997963884,1.0,0.07893833840738808,0.9897435897435898,0.07893833840738808,0.9897435897435898,0.0002448652990349295
140,0.0012648069342293849,0.9995993589743589,0.0824005886248051,0.9903846153846154,0.0824005886248051,0.9903846153846154,0.0002424166460445802
141,0.0017651390366480858,0.9993990384615384,0.09002891413275392,0.9897435897435898,0.09002891413275392,0.9897435897435898,0.0002399924795841344
142,0.0012242623636269949,1.0,0.08651492834658711,0.9910256410256411,0.08651492834658711,0.9910256410256411,0.00023759255478829306
143,0.0016454268986937958,0.9993990384615384,0.08253684582279674,0.9903846153846154,0.08253684582279674,0.9903846153846154,0.00023521662924041014
144,0.0009671160098430567,1.0,0.08167119567547161,0.9897435897435898,0.08167119567547161,0.9897435897435898,0.00023286446294800602
145,0.0012463175252121754,0.9997996794871795,0.08940737177414121,0.9878205128205129,0.08940737177414121,0.9878205128205129,0.00023053581831852595
146,0.001972808552660027,0.9995993589743589,0.08897085408505517,0.9878205128205129,0.08897085408505517,0.9878205128205129,0.0002282304601353407
147,0.002080390159300385,0.9993990384615384,0.08667543246378046,0.9878205128205129,0.08667543246378046,0.9878205128205129,0.00022594815553398729
148,0.0011653284350708977,0.9997996794871795,0.09224928338593599,0.9865384615384616,0.09224928338593599,0.9865384615384616,0.0002236886739786474
149,0.0012525594956852542,0.9997996794871795,0.08279729748755926,0.9910256410256411,0.08279729748755926,0.9910256410256411,0.00022145178723886094
