model_name,exp_rep_num,mdl_rep_num,test_accuracy,test_loss,train_accuracy,train_loss,data_type,condition,test_condition,noise_level,batch_size,epochs,learning_rate,window_size,overlap,label_column,dim_type,log_time,class_names,precision_per_class,recall_per_class,f1_per_class,support_per_class,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
BasicTransformer2D,0,0,99.8076923076923,0.004301157685665366,100.0,5.419468477527887e-05,Waveglove_m,All_even,[0],0,64,150,0.001,130,0,y,time_domain,2025-02-12_00-20-31,"['grab', 'hand swipe left', 'hand swipe right', 'metal', 'page flip', 'peace', 'pinch in', 'pinch out', 'thumb double tap', 'ungrab']","[1.0, 0.9873417721518988, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9936305732484076, 1.0, 1.0]","[1.0, 1.0, 0.9935897435897436, 1.0, 1.0, 0.9935897435897436, 0.9935897435897436, 1.0, 1.0, 1.0]","[1.0, 0.9936305732484078, 0.9967845659163987, 1.0, 1.0, 0.9967845659163987, 0.9967845659163987, 0.9968051118210862, 1.0, 1.0]","[156, 156, 156, 156, 156, 156, 156, 156, 156, 156]",0.9980972345400307,0.998076923076923,0.998078938281869,0.9980972345400305,0.9980769230769231,0.998078938281869
